,,reaction_id,smiles,reaction_core,activation_energy
74,74,74,[N:1]#[C:2][C:3]1=[C:4]([H:30])[N:5]=[C:6]([N:7]2[C:8]([H:31])([H:32])[C:9]([H:33])([H:34])[N:10]([C:11](=[O:12])[C@:13]3([H:35])[C:14]([H:36])([H:37])[C:15]([H:38])([H:39])[C:16]([H:40])([H:41])[C:17]([H:42])([H:43])[C@:18]3([C:19](=[O:20])[N:21]([C:22]3([C:23]#[N:24])[C:25]([H:46])([H:47])[C:26]3([H:48])[H:49])[H:45])[H:44])[C:27]([H:50])([H:51])[C:28]2([H:52])[H:53])[S:29]1,"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53]]",6.76
75,75,75,[C:1]([C:2]([C:3]([H:35])([H:36])[H:37])([C:4]([H:38])([H:39])[H:40])[C:5]1=[C:6]([H:41])[S:7][C:8]([N:9]2[C:10]([H:42])([H:43])[C:11]([H:44])([H:45])[N:12]([C:13](=[O:14])[C@:15]3([H:46])[C:16]([H:47])([H:48])[C:17]([H:49])([H:50])[C:18]([H:51])([H:52])[C:19]([H:53])([H:54])[C@:20]3([C:21](=[O:22])[N:23]([C:24]3([C:25]#[N:26])[C:27]([H:57])([H:58])[C:28]3([H:59])[H:60])[H:56])[H:55])[C:29]([H:61])([H:62])[C:30]2([H:63])[H:64])=[N:31]1)([H:32])([H:33])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64]]",150.0
76,76,76,[N:1]#[C:2][C:3]1([N:4]([C:5](=[O:6])[C@:7]2([H:29])[C:8]([H:30])([H:31])[C:9]([H:32])([H:33])[C:10]([H:34])([H:35])[C:11]([H:36])([H:37])[C@:12]2([C:13](=[O:14])[N:15]2[C:16]([H:39])([H:40])[C:17]([H:41])([H:42])[N:18]([C:19]3=[N:20][C:21]([H:43])=[C:22]([H:44])[S:23]3)[C:24]([H:45])([H:46])[C:25]2([H:47])[H:48])[H:38])[H:28])[C:26]([H:49])([H:50])[C:27]1([H:51])[H:52],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52]]",6.92
77,77,77,[O:1]=[C:2]([O:3][H:33])[C:4]([c:5]1[c:6]([H:35])[c:7]([H:36])[c:8]([H:37])[c:9]([H:38])[c:10]1[H:39])([N:11]1[C:12]([H:40])([H:41])[C:13]([H:42])([H:43])[C:14]([H:44])([H:45])[C:15]([C:16]([N:17]2[C:18]([H:49])([H:50])[C:19]([H:51])([H:52])[C:20]([O:21][c:22]3[c:23]([H:54])[c:24]([H:55])[c:25]([Cl:26])[c:27]([Cl:28])[c:29]3[H:56])([H:53])[C:30]([H:57])([H:58])[C:31]2([H:59])[H:60])([H:47])[H:48])([H:46])[C:32]1([H:61])[H:62])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",3.0
78,78,78,[C:1]([c:2]1[c:3]([H:34])[c:4]([H:35])[c:5]([H:36])[c:6]([H:37])[c:7]1[C:8]([N:9]1[C:10]([H:40])([H:41])[C:11]([H:42])([H:43])[C:12]([N:13]2[C:14]([H:45])([H:46])[C:15]([H:47])([H:48])[C:16]([N:17]3[C:18](=[O:19])[N:20]([H:50])[c:21]4[c:22]([H:51])[c:23]([H:52])[c:24]([H:53])[c:25]([H:54])[c:26]43)([H:49])[C:27]([H:55])([H:56])[C:28]2([H:57])[H:58])([H:44])[C:29]([H:59])([H:60])[C:30]1([H:61])[H:62])([H:38])[H:39])([H:31])([H:32])[H:33],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",24.0
79,79,79,[C:1]([N:2]([C:3](=[O:4])[c:5]1[c:6]([H:42])[c:7]([H:43])[c:8]([H:44])[c:9]([N:10]([C:11](=[O:12])[N:13]([c:14]2[c:15]([H:47])[c:16]([H:48])[c:17]([H:49])[c:18]([C:19]#[N:20])[c:21]2[H:50])[H:46])[H:45])[c:22]1[C:23]([N:24]1[C:25]([H:53])([H:54])[C:26]([H:55])([H:56])[C:27]([C:28]([c:29]2[c:30]([H:60])[c:31]([H:61])[c:32]([F:33])[c:34]([H:62])[c:35]2[H:63])([H:58])[H:59])([H:57])[C:36]([H:64])([H:65])[C:37]1([H:66])[H:67])([H:51])[H:52])[H:41])([H:38])([H:39])[H:40],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67]]",14.0
80,80,80,[C:1]([c:2]1[c:3]([H:36])[c:4]([H:37])[c:5]([H:38])[c:6]([H:39])[c:7]1[C:8]([C:9]([O:10][C:11]([C:12]([C:13]([S:14](=[O:15])(=[O:16])[C:17]([C:18]([N:19]([C:20]([C:21]([c:22]1[c:23]([H:59])[c:24]([H:60])[c:25]([O:26][H:61])[c:27]2[c:32]1[S:31][C:29]([O:30][H:62])=[N:28]2)([H:57])[H:58])([H:55])[H:56])[H:54])([H:52])[H:53])([H:50])[H:51])([H:48])[H:49])([H:46])[H:47])([H:44])[H:45])([H:42])[H:43])([H:40])[H:41])([H:33])([H:34])[H:35],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",150.0
81,81,81,[O:1]=[S:2](=[O:3])([C:4]([C:5]([C:6]([O:7][C:8]([C:9]([c:10]1[c:11]([H:42])[c:12]([H:43])[c:13]([H:44])[c:14]([H:45])[c:15]1[H:46])([H:40])[H:41])([H:38])[H:39])([H:36])[H:37])([H:34])[H:35])([H:32])[H:33])[C:16]([C:17]([N:18]([C:19]([C:20]([c:21]1[c:22]([H:56])[c:23]([H:57])[c:24]([O:25][H:58])[c:26]2[c:31]1[S:30][C:28]([O:29][H:59])=[N:27]2)([H:54])[H:55])([H:52])[H:53])[H:51])([H:49])[H:50])([H:47])[H:48],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59]]",111.0
82,82,82,[C:1]([S:2](=[O:3])(=[O:4])[N:5]([c:6]1[c:7]([H:41])[c:8]([H:42])[c:9]([C:10]([C:11]([O:12][C:13]([C:14]([C:15]([S:16](=[O:17])(=[O:18])[C:19]([C:20]([N:21]([C:22]([C:23]([c:24]2[c:25]([H:62])[c:26]([H:63])[c:27]([O:28][H:64])[c:29]3[c:34]2[S:33][C:31]([O:32][H:65])=[N:30]3)([H:60])[H:61])([H:58])[H:59])[H:57])([H:55])[H:56])([H:53])[H:54])([H:51])[H:52])([H:49])[H:50])([H:47])[H:48])([H:45])[H:46])([H:43])[H:44])[c:35]([H:66])[c:36]1[H:67])[H:40])([H:37])([H:38])[H:39],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67]]",28.0
83,83,83,[C:1]([C:2]([C:3](=[O:4])[N:5]([C:6]([C:7]1=[C:8]([H:31])[C:9]([H:32])=[C:10]([H:33])[S:11]1)([c:12]1[c:13]([H:34])[c:14]([Cl:15])[c:16]2[c:17]([H:35])[c:18]([H:36])[c:19]([H:37])[n:20][c:21]2[c:22]1[O:23][H:38])[H:30])[H:29])([H:27])[H:28])([H:24])([H:25])[H:26],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38]]",21.38
84,84,84,[C:1]([O:2][c:3]1[c:4]([H:37])[c:5]([H:38])[c:6]([H:39])[c:7]2[c:8]1[C:9]([N:10]([S:11](=[O:12])(=[O:13])[C:14]1=[C:15]([H:41])[C:16]([H:42])=[C:17]([Cl:18])[S:19]1)[H:40])=[N:20][N:21]2[C:22]([c:23]1[c:24]([H:45])[c:25]([H:46])[c:26]([H:47])[c:27]([C:28]([N:29]([C:30]([C:31]([H:51])([H:52])[H:53])=[O:32])[H:50])([H:48])[H:49])[c:33]1[H:54])([H:43])[H:44])([H:34])([H:35])[H:36],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]]",44.0
85,85,85,[C:1]([O:2][c:3]1[c:4]([H:40])[c:5]([H:41])[c:6]([H:42])[c:7]2[c:8]1[C:9]([N:10]([S:11](=[O:12])(=[O:13])[C:14]1=[C:15]([H:44])[C:16]([H:45])=[C:17]([Cl:18])[S:19]1)[H:43])=[N:20][N:21]2[C:22]([c:23]1[c:24]([H:48])[c:25]([H:49])[c:26]([H:50])[c:27]([C:28]([N:29]([C:30](=[O:31])[C:32]([C:33]([H:54])([H:55])[H:56])([C:34]([H:57])([H:58])[H:59])[O:35][H:60])[H:53])([H:51])[H:52])[c:36]1[H:61])([H:46])[H:47])([H:37])([H:38])[H:39],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61]]",50.0
86,86,86,[C:1]([c:2]1[c:3]([H:39])[c:4]([C:5]([C:6]([C:7]([N+:8]23[C:9]([H:46])([H:47])[C:10]([H:48])([H:49])[C:11]([H:50])([C:12]([H:51])([H:52])[C:13]2([H:53])[H:54])[C@:14]([O:15][C:16](=[O:17])[C@:18]([C:19]([H:56])([H:57])[H:58])([c:20]2[c:21]([H:59])[c:22]([H:60])[c:23]([H:61])[c:24]([H:62])[c:25]2[H:63])[N:26]2[C:27]([H:64])([H:65])[C:28]([H:66])([H:67])[C:29]([H:68])([H:69])[C:30]([H:70])([H:71])[C:31]2([H:72])[H:73])([H:55])[C:32]3([H:74])[H:75])([H:44])[H:45])([H:42])[H:43])([H:40])[H:41])[c:33]([H:76])[c:34]([H:77])[n:35]1)([H:36])([H:37])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77]]",81.0
87,87,87,[C:1]([C@@:2]([C:3](=[O:4])[O:5][C@@:6]1([H:38])[C:7]([H:39])([H:40])[N+:8]2([C:9]([C:10]([C:11]([c:12]3[c:13]([H:47])[c:14]([H:48])[n:15][c:16]([H:49])[c:17]3[H:50])([H:45])[H:46])([H:43])[H:44])([H:41])[H:42])[C:18]([H:51])([H:52])[C:19]([H:53])([H:54])[C:20]1([H:55])[C:21]([H:56])([H:57])[C:22]2([H:58])[H:59])([c:23]1[c:24]([H:60])[c:25]([H:61])[c:26]([H:62])[c:27]([H:63])[c:28]1[H:64])[N:29]1[C:30]([H:65])([H:66])[C:31]([H:67])([H:68])[C:32]([H:69])([H:70])[C:33]([H:71])([H:72])[C:34]1([H:73])[H:74])([H:35])([H:36])[H:37],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74]]",45.0
88,88,88,[C:1]([C:2]([C:3]([H:35])([H:36])[H:37])=[C:4]([C:5]([C:6]([N+:7]12[C:8]([H:43])([H:44])[C:9]([H:45])([H:46])[C:10]([H:47])([C:11]([H:48])([H:49])[C:12]1([H:50])[H:51])[C@:13]([O:14][C:15](=[O:16])[C@:17]([C:18]([H:53])([H:54])[H:55])([c:19]1[c:20]([H:56])[c:21]([H:57])[c:22]([H:58])[c:23]([H:59])[c:24]1[H:60])[N:25]1[C:26]([H:61])([H:62])[C:27]([H:63])([H:64])[C:28]([H:65])([H:66])[C:29]([H:67])([H:68])[C:30]1([H:69])[H:70])([H:52])[C:31]2([H:71])[H:72])([H:41])[H:42])([H:39])[H:40])[H:38])([H:32])([H:33])[H:34],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72]]",56.0
89,89,89,[C:1]([C:2]([N:3]([C:4](=[O:5])[C:6]([c:7]1[c:8]([H:51])[c:9]([H:52])[c:10]([S:11]([C:12]([H:53])([H:54])[H:55])(=[O:13])=[O:14])[c:15]([H:56])[c:16]1[H:57])([H:49])[H:50])[C:17]1([H:58])[C:18]([H:59])([H:60])[C:19]([H:61])([H:62])[N:20]([C:21]([C:22]([C@@:23]([c:24]2[c:25]([H:68])[c:26]([C:27]([H:69])([H:70])[H:71])[c:28]([H:72])[c:29]([C:30]([H:73])([H:74])[H:75])[c:31]2[H:76])([C:32]2([H:77])[C:33]([H:78])([H:79])[C:34]([H:80])([H:81])[N:35]([S:36]([C:37]([H:82])([H:83])[H:84])(=[O:38])=[O:39])[C:40]([H:85])([H:86])[C:41]2([H:87])[H:88])[H:67])([H:65])[H:66])([H:63])[H:64])[C:42]([H:89])([H:90])[C:43]1([H:91])[H:92])([H:47])[H:48])([H:44])([H:45])[H:46],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92]]",150.0
90,90,90,[C:1]([C:2]([N:3]([C:4](=[O:5])[C:6]([c:7]1[c:8]([H:53])[c:9]([H:54])[c:10]([S:11]([C:12]([H:55])([H:56])[H:57])(=[O:13])=[O:14])[c:15]([H:58])[c:16]1[H:59])([H:51])[H:52])[C:17]1([H:60])[C:18]([H:61])([H:62])[C:19]([H:63])([H:64])[N:20]([C:21]([C:22]([C@@:23]([c:24]2[c:25]([H:70])[c:26]([H:71])[c:27]([H:72])[c:28]([C:29]([F:30])([F:31])[F:32])[c:33]2[H:73])([C:34]2([H:74])[C:35]([H:75])([H:76])[C:36]([H:77])([H:78])[N:37]([S:38]([C:39]([H:79])([H:80])[H:81])(=[O:40])=[O:41])[C:42]([H:82])([H:83])[C:43]2([H:84])[H:85])[H:69])([H:67])[H:68])([H:65])[H:66])[C:44]([H:86])([H:87])[C:45]1([H:88])[H:89])([H:49])[H:50])([H:46])([H:47])[H:48],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89]]",17.33
91,91,91,[C:1]([C:2]([N:3]([C:4](=[O:5])[C:6]([c:7]1[c:8]([H:51])[c:9]([H:52])[c:10]([S:11]([C:12]([H:53])([H:54])[H:55])(=[O:13])=[O:14])[c:15]([H:56])[c:16]1[H:57])([H:49])[H:50])[C:17]1([H:58])[C:18]([H:59])([H:60])[C:19]([H:61])([H:62])[N:20]([C:21]([C:22]([C@@:23]([c:24]2[c:25]([H:68])[c:26]([Cl:27])[c:28]([H:69])[c:29]([Cl:30])[c:31]2[H:70])([C:32]2([H:71])[C:33]([H:72])([H:73])[C:34]([H:74])([H:75])[N:35]([S:36]([C:37]([H:76])([H:77])[H:78])(=[O:38])=[O:39])[C:40]([H:79])([H:80])[C:41]2([H:81])[H:82])[H:67])([H:65])[H:66])([H:63])[H:64])[C:42]([H:83])([H:84])[C:43]1([H:85])[H:86])([H:47])[H:48])([H:44])([H:45])[H:46],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86]]",17.5
92,92,92,[C:1]([C:2]([N:3]([C:4](=[O:5])[C:6]([c:7]1[c:8]([H:49])[c:9]([H:50])[c:10]([S:11]([C:12]([H:51])([H:52])[H:53])(=[O:13])=[O:14])[c:15]([H:54])[c:16]1[H:55])([H:47])[H:48])[C:17]1([H:56])[C:18]([H:57])([H:58])[C:19]([H:59])([H:60])[N:20]([C:21]([C:22]([C@@:23]([c:24]2[c:25]([H:66])[c:26]([H:67])[c:27]([H:68])[c:28]([H:69])[c:29]2[H:70])([C:30]2([H:71])[C:31]([H:72])([H:73])[C:32]([H:74])([H:75])[N:33]([S:34]([C:35]([H:76])([H:77])[H:78])(=[O:36])=[O:37])[C:38]([H:79])([H:80])[C:39]2([H:81])[H:82])[H:65])([H:63])[H:64])([H:61])[H:62])[C:40]([H:83])([H:84])[C:41]1([H:85])[H:86])([H:45])[H:46])([H:42])([H:43])[H:44],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86]]",30.5
93,93,93,[C:1]([C:2]([N:3]([C:4](=[O:5])[C:6]([c:7]1[c:8]([H:52])[c:9]([H:53])[c:10]([S:11]([C:12]([H:54])([H:55])[H:56])(=[O:13])=[O:14])[c:15]([H:57])[c:16]1[H:58])([H:50])[H:51])[C:17]1([H:59])[C:18]([H:60])([H:61])[C:19]([H:62])([H:63])[N:20]([C:21]([C:22]([C@@:23]([c:24]2[c:25]([H:69])[c:26]([H:70])[c:27]([H:71])[c:28]([H:72])[c:29]2[H:73])([C:30]2([H:74])[C:31]([H:75])([H:76])[C:32]([H:77])([H:78])[N:33]([S:34](=[O:35])(=[O:36])[C:37]([F:38])([F:39])[F:40])[C:41]([H:79])([H:80])[C:42]2([H:81])[H:82])[H:68])([H:66])[H:67])([H:64])[H:65])[C:43]([H:83])([H:84])[C:44]1([H:85])[H:86])([H:48])[H:49])([H:45])([H:46])[H:47],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86]]",27.5
94,94,94,[C:1]([C:2]1=[N:27][O:26][C:4]([C:5]([C:6]([C:7]([O:8][c:9]2[c:10]([C:11]([H:38])([H:39])[H:40])[c:12]([H:41])[c:13]([C:14]3=[N:15][O:16][C:17]([C:18]([F:19])([F:20])[F:21])=[N:22]3)[c:23]([H:42])[c:24]2[C:25]([H:43])([H:44])[H:45])([H:36])[H:37])([H:34])[H:35])([H:32])[H:33])=[C:3]1[H:31])([H:28])([H:29])[H:30],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45]]",14.45
95,95,95,[C:1]([C:2]([C:3](=[O:4])[N:5]([C@@:6]1([H:36])[C:7]([H:37])([H:38])[C:8]([H:39])([H:40])[C@:9]([C:10](=[O:11])[N:12]([C:13]([H:42])([H:43])[H:44])[c:14]2[c:15]([H:45])[c:16]([H:46])[c:17]([C:18]3=[N:19][c:20]4[c:21]([H:47])[c:22]([H:48])[c:23]([H:49])[c:24]([H:50])[c:25]4[O:26]3)[c:27]([H:51])[c:28]2[H:52])([H:41])[C:29]1([H:53])[H:54])[H:35])([H:33])[H:34])([H:30])([H:31])[H:32],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54]]",10.96
96,96,96,[C:1]([C:2]([O:3][c:4]1[c:5]([H:51])[c:6]([H:52])[c:7]([N:8]2[C:9]([C@@:10]([C:11]([H:54])([H:55])[H:56])([N:12]([C:13]([C:14]3([H:59])[C:15]([H:60])([H:61])[C:16]([H:62])([H:63])[N:17]([C:18]([H:64])([H:65])[H:66])[C:19]([H:67])([H:68])[C:20]3([H:69])[H:70])([H:57])[H:58])[C:21](=[O:22])[C:23]([c:24]3[c:25]([H:73])[c:26]([H:74])[c:27]([F:28])[c:29]([C:30]([F:31])([F:32])[F:33])[c:34]3[H:75])([H:71])[H:72])[H:53])=[N:35][c:36]3[n:37][c:38]([H:76])[c:39]([H:77])[c:40]([H:78])[c:41]3[C:42]2=[O:43])[c:44]([H:79])[c:45]1[H:80])([H:49])[H:50])([H:46])([H:47])[H:48],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80]]",21.38
97,97,97,[C:1]([C:2]([N:3]([C:4]([C:5]([H:31])([H:32])[H:33])([H:29])[H:30])[C:6]([C:7]([N:8]1[c:9]2[c:10]([H:38])[c:11]([H:39])[c:12]([H:40])[c:13]([H:41])[c:14]2-[c:15]2[c:16]([H:42])[n:17][c:18]([N:19]([H:43])[H:44])[c:20]([C:21]#[N:22])[c:23]21)([H:36])[H:37])([H:34])[H:35])([H:27])[H:28])([H:24])([H:25])[H:26],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44]]",71.0
98,98,98,[C:1]([S:2](=[O:3])(=[O:4])[N:5]1[C:6]([H:39])([H:40])[C:7]([H:41])([H:42])[N:8]([C:9]([C:10]2=[C:11]([H:45])[c:12]3[n:13][c:14](-[c:15]4[c:16]([H:46])[c:17]([H:47])[c:18]([H:48])[c:19]5[c:23]4[C:22]([H:50])=[N:21][N:20]5[H:49])[n:24][c:25]([N:26]4[C:27]([H:51])([H:52])[C:28]([H:53])([H:54])[O:29][C:30]([H:55])([H:56])[C:31]4([H:57])[H:58])[c:32]3[S:33]2)([H:43])[H:44])[C:34]([H:59])([H:60])[C:35]1([H:61])[H:62])([H:36])([H:37])[H:38],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62]]",14.79
99,99,99,[C:1]([C:2]([N:3]([C:4](=[O:5])[C:6]([c:7]1[c:8]([H:51])[c:9]([H:52])[c:10]([S:11]([C:12]([H:53])([H:54])[H:55])(=[O:13])=[O:14])[c:15]([H:56])[c:16]1[H:57])([H:49])[H:50])[C:17]1([H:58])[C:18]([H:59])([H:60])[C:19]([H:61])([H:62])[N:20]([C:21]([C:22]([C@@:23]([c:24]2[c:25]([H:68])[c:26]([F:27])[c:28]([H:69])[c:29]([F:30])[c:31]2[H:70])([N:32]2[C:33]([H:71])([H:72])[C:34]([H:73])([H:74])[N:35]([S:36]([C:37]([H:75])([H:76])[H:77])(=[O:38])=[O:39])[C:40]([H:78])([H:79])[C:41]2([H:80])[H:81])[H:67])([H:65])[H:66])([H:63])[H:64])[C:42]([H:82])([H:83])[C:43]1([H:84])[H:85])([H:47])[H:48])([H:44])([H:45])[H:46],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85]]",7.5
100,100,100,[C:1]([C:2]([N:3]([C:4](=[O:5])[C:6]([c:7]1[c:8]([H:52])[c:9]([H:53])[c:10]([S:11]([C:12]([H:54])([H:55])[H:56])(=[O:13])=[O:14])[c:15]([H:57])[c:16]1[H:58])([H:50])[H:51])[C:17]1([H:59])[C:18]([H:60])([H:61])[C:19]([H:62])([H:63])[N:20]([C:21]([C:22]([C@@:23]([c:24]2[c:25]([H:69])[c:26]([H:70])[c:27]([H:71])[c:28]([H:72])[c:29]2[H:73])([N:30]2[C:31]([H:74])([H:75])[C:32]([H:76])([H:77])[N:33]([S:34](=[O:35])(=[O:36])[C:37]([F:38])([F:39])[F:40])[C:41]([H:78])([H:79])[C:42]2([H:80])[H:81])[H:68])([H:66])[H:67])([H:64])[H:65])[C:43]([H:82])([H:83])[C:44]1([H:84])[H:85])([H:48])[H:49])([H:45])([H:46])[H:47],"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85]]",18.0
101,101,101,[O:1]=[C:2]([N:3]([C:4]([C@@:5]([O:6][H:37])([C:7]([N:8]1[C:9]([H:40])([H:41])[C:10]([H:42])([H:43])[C:11]([O:12][c:13]2[c:14]([H:45])[c:15]([H:46])[c:16]([Cl:17])[c:18]([Cl:19])[c:20]2[H:47])([H:44])[C:21]([H:48])([H:49])[C:22]1([H:50])[H:51])([H:38])[H:39])[H:36])([H:34])[H:35])[H:33])[N:23]1[C:24](=[O:25])[N:26]([H:52])[c:27]2[c:28]([H:53])[c:29]([H:54])[c:30]([H:55])[c:31]([H:56])[c:32]21,"[[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56]]",3.0
